,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj(PM).4,0.44869612046669305,0.004104470878527274,0.44011646385876785,0.4460486006666152,0.4488940281813346,0.45149505693258785,0.45628108958470964,6.733495212299869e-05
t_subj(PM).5,0.48189586143310964,0.007490514134555395,0.46626551212718115,0.4769321178962533,0.48236718295292835,0.48752440035551897,0.4945250474202488,0.00028078639969982065
t_subj(PM).6,0.3769331079684931,0.003201521934720684,0.3702576372635852,0.3749249438791326,0.377052404034445,0.37906898807233264,0.3829126066253783,4.172162027176551e-05
t_subj(PM).7,0.4334142785946787,0.0035895816379189283,0.42560358181435043,0.4311482098994611,0.4338775123989659,0.436014713927456,0.43934440067189096,4.7268666295024764e-05
t_subj(PM).8,0.4447427978618657,0.004917889150502989,0.4353902265540601,0.4414051253739018,0.4446275456939093,0.4479977919434561,0.4545523393536993,8.23206231880172e-05
t_subj(PM).9,0.49855330594626096,0.0025655534572115034,0.49369267402911937,0.49683767562131664,0.4985038899342405,0.5002061358088935,0.5038212070225386,2.867932411292546e-05
t_subj(PM).10,0.3879031517619745,0.0021962409252605916,0.3833820723190153,0.3864805497988606,0.3879628673002234,0.3893982559484481,0.3920447749169377,2.953977626987067e-05
t_subj(PM).11,0.42649720111564643,0.004380940749505932,0.4173712541437932,0.4236069368305517,0.42665591705697953,0.4294639613001773,0.4347100004993294,5.658801516561404e-05
t_subj(PM).12,0.3850119523369375,0.004644150867722845,0.376844392512208,0.38161782521598675,0.384658229724247,0.38830913292639185,0.3943783778448665,6.569456755309667e-05
t_subj(PM).13,0.5537919905601874,0.006033689023515902,0.5411087762030836,0.5500201515579975,0.5539390855443629,0.5579180132181357,0.5651812323392632,7.612357030950271e-05
t_subj(PM).14,0.5514100165893764,0.0040019218906114495,0.5435399499921377,0.5486942790606052,0.5514558602009676,0.5541536992004213,0.559012601644527,4.8454594676949394e-05
t_subj(PM).15,0.42893107123973667,0.00270024437063425,0.4231589477525147,0.4272908452512711,0.42907237450843627,0.4307717238297817,0.43382938149764255,3.281043653324962e-05
t_subj(PM).16,0.4187288730985181,0.004678693194844763,0.40910197538522125,0.4157329545169633,0.4188912885371035,0.42188510256690404,0.4275055867629219,6.366949142704007e-05
t_subj(PM).17,0.395030698696471,0.0035210883392913354,0.3868590517283241,0.3930189665501343,0.395524121640532,0.3975354675109445,0.40072353251114085,4.908195272417716e-05
t_subj(PM).18,0.4695047988505763,0.0041155952413697875,0.46218198753882356,0.46655127827297477,0.46917079888682856,0.4723190626154199,0.4778066505500811,7.581972909003731e-05
t_subj(PM).19,0.44650110581273544,0.005769948230203738,0.4363735782300778,0.4421721128944749,0.4459285008470793,0.4508879287788184,0.45771096232763314,0.00013712204510581458
t_subj(PM).20,0.4844391388175904,0.006368274066050294,0.4729384110237939,0.4801612479011482,0.48405906441994406,0.4881606247313862,0.49832001863861575,0.00011111408364003242
t_subj(PM).21,0.41935425938451837,0.002918973978889463,0.413493002761978,0.4173640901403425,0.41942615709988423,0.4213956885624369,0.4247039662122416,4.775537101533326e-05
t_subj(PM).22,0.3889527312018535,0.006846514248865937,0.3766527929906439,0.3830158694446153,0.38985753331368145,0.39488805748238504,0.3995628857039225,0.00010523458353322382
t_subj(PM).23,0.40646468748748626,0.00395451386932721,0.3999840549287127,0.40392300798428477,0.4060638871865484,0.4084605949126528,0.41617431486901574,5.649089240786022e-05
t_subj(PM).24,0.4869528901070459,0.005146212114103464,0.4762578336292301,0.4835349761661304,0.48722418655896527,0.4906163490713085,0.49629559322336125,6.767066597273942e-05
t_subj(PM).25,0.563604370403023,0.004145247503841006,0.5549014523421578,0.5608719952319835,0.5639329538647254,0.5665243990253431,0.5710547226657348,5.2397652928091985e-05
t_subj(PM).26,0.4499307554509703,0.0030310686026986085,0.4443884260723313,0.4479110858283827,0.4497389801576034,0.4517695296729254,0.4564352878710553,3.7743178814664337e-05
t_subj(PM).27,0.4623909046136583,0.003563509032585434,0.4546335165106241,0.46022632062970115,0.46265442927542594,0.46479153821906904,0.46876624065199946,5.102005864221086e-05
t_subj(PM).28,0.4868238432123454,0.004938790833295238,0.4766780411212327,0.48368021210811485,0.4869333416134194,0.4901009935705318,0.49622661542123997,6.986405617007936e-05
t_subj(PM).29,0.4708174270401237,0.00548038854140155,0.45946654781076085,0.46718804672844044,0.4711362679931481,0.4747523573531732,0.4806522760811935,0.00010820356967368326
t_subj(PM).30,0.4153137740549856,0.003836012202781002,0.40755969732201297,0.41274448075454423,0.4154030412664312,0.4179128148937707,0.4225422333244447,5.474744475619761e-05
t_subj(PM).31,0.4195139884565349,0.004040273640584065,0.4120049134633703,0.416536317571453,0.4198513383736914,0.42218218897813903,0.4279168033240806,6.048206034837229e-05
t_subj(PM).32,0.43892720179230504,0.005788287067585374,0.4261025882389542,0.43520420908678886,0.4395856839549393,0.44320505329200827,0.4484398122887455,8.893871815633022e-05
t_subj(PM).33,0.4589838171320615,0.003404572568212332,0.451923078741929,0.45675752476914394,0.4591136873832036,0.4613643662902715,0.46523871475329465,4.813288125216096e-05
t_subj(PM).34,0.44251801720589434,0.003444129251376366,0.43592828659552874,0.44020380831917205,0.44243752727989455,0.44478621692391657,0.4493083087951508,4.211373152291494e-05
t_subj(PM).35,0.4998816464113433,0.008469470195884347,0.48746336531006856,0.49327987333450635,0.4977073817859908,0.5062035898204287,0.5178993408559915,0.0001559260387529264
t_subj(PM).36,0.4368407571026844,0.0024843794452773767,0.43165407985462745,0.43525063720637397,0.43692205176450516,0.4385463391518165,0.4414392450348643,3.189893934454309e-05
t_subj(noPM).1,0.40768068401105445,0.005690350360841377,0.39626811683358115,0.4037785599649003,0.40768295436965496,0.4117903546818043,0.4182702156890667,7.951575906248458e-05
t_subj(noPM).2,0.4065223929932651,0.0043402976839129895,0.3982147499689827,0.4034981844426833,0.4063638942301071,0.4095269953794418,0.41508455181690146,5.290212873352281e-05
t_subj(noPM).3,0.38708276137800035,0.0032984112716389646,0.38040545560762573,0.3852327883130407,0.3872995029673346,0.3892400239304285,0.39262073235320943,5.962211892707741e-05
t_subj(noPM).4,0.43185074406520785,0.006768658687919283,0.41646291300868826,0.4279190481572014,0.4333244788496438,0.43678702360850385,0.44187952736048103,0.00010741935088384225
t_subj(noPM).5,0.4381075688004658,0.011087624137685976,0.41271871773165647,0.4314396348185677,0.44059515208878713,0.44590977639546214,0.45413857646999634,0.000525229112071021
t_subj(noPM).6,0.38923797564443907,0.005661267016661905,0.3786287322286666,0.38494342909335055,0.38947051874987043,0.39360290490252303,0.39945580035803024,9.453005346842849e-05
